sim_t,benign_or_median,target_ctr,target_or_white,target_B,out_attacker,out_benign,out_other,n_out
6.0,1.0,0.6666666666666666,0.6666666666666666,7,4,1,1,6
109.2,0.7142857142857143,0.6666666666666666,0.6923076923076923,8,8,1,3,12
158.3,0.7142857142857143,0.6666666666666666,0.6428571428571429,8,8,1,3,12
205.8,0.7333333333333333,0.6666666666666666,0.6,8,8,2,2,12
253.3,0.7307692307692307,0.6666666666666666,0.5625,8,8,2,2,12
300.8,0.7407407407407407,0.5833333333333334,0.5625,8,7,2,3,12
348.3,0.71875,0.5833333333333334,0.5882352941176471,8,7,2,3,12
395.8,0.7222222222222222,0.6666666666666666,0.6111111111111112,8,8,2,2,12
443.3,0.7027027027027027,0.6666666666666666,0.631578947368421,8,8,2,2,12
490.8,0.7027027027027027,0.6666666666666666,0.65,8,8,2,2,12
538.3,0.6976744186046512,0.6666666666666666,0.65,8,8,2,2,12
585.8,0.7027027027027027,0.6666666666666666,0.6666666666666666,8,8,2,2,12
633.3,0.7142857142857143,0.6666666666666666,0.6818181818181818,8,8,2,2,12
680.8,0.7,0.6666666666666666,0.6521739130434783,7,8,2,2,12
728.3,0.7,0.6666666666666666,0.6521739130434783,7,8,2,2,12
775.8,0.7083333333333334,0.5833333333333334,0.625,6,7,3,2,12
823.3,0.6938775510204082,0.5833333333333334,0.64,6,7,3,2,12
870.8,0.6909090909090909,0.5833333333333334,0.6153846153846154,6,7,3,2,12
918.3,0.6909090909090909,0.5833333333333334,0.5925925925925926,6,7,3,2,12
965.8,0.6909090909090909,0.5833333333333334,0.5925925925925926,6,7,3,2,12
1013.3,0.6981132075471698,0.5833333333333334,0.6071428571428571,6,7,3,2,12
1060.8,0.6909090909090909,0.5833333333333334,0.5862068965517241,5,7,3,2,12
1108.3,0.6949152542372882,0.5,0.6,5,6,4,2,12
1155.8,0.7,0.5,0.6,5,6,4,2,12
1203.3,0.7017543859649122,0.5833333333333334,0.6129032258064516,5,7,4,1,12
1250.8,0.7,0.5833333333333334,0.59375,5,7,4,1,12
1298.3,0.6935483870967742,0.5,0.6060606060606061,5,6,4,2,12
1345.8,0.6935483870967742,0.5,0.6176470588235294,5,6,4,2,12
1393.3,0.6935483870967742,0.5833333333333334,0.6176470588235294,5,7,4,1,12
1440.8,0.6935483870967742,0.5833333333333334,0.6285714285714286,5,7,4,1,12
1488.3,0.6935483870967742,0.4166666666666667,0.6111111111111112,4,5,6,1,12
1535.8,0.6935483870967742,0.4166666666666667,0.5945945945945946,4,5,6,1,12
1583.3,0.6935483870967742,0.4166666666666667,0.5945945945945946,4,5,6,1,12
1630.8,0.6935483870967742,0.4166666666666667,0.6052631578947368,4,5,6,1,12
1678.3,0.6935483870967742,0.4166666666666667,0.6153846153846154,4,5,6,1,12
1725.8,0.6935483870967742,0.4166666666666667,0.625,4,5,6,1,12
1773.3,0.6935483870967742,0.4166666666666667,0.6097560975609756,3,5,6,1,12
1820.8,0.6935483870967742,0.4166666666666667,0.6097560975609756,3,5,6,1,12
1868.3,0.6935483870967742,0.4166666666666667,0.6190476190476191,3,5,6,1,12
1915.8,0.6935483870967742,0.4166666666666667,0.6046511627906976,3,5,5,2,12
1963.3,0.6935483870967742,0.4166666666666667,0.6136363636363636,3,5,5,2,12
2010.8,0.6935483870967742,0.38461538461538464,0.6136363636363636,3,5,5,3,13
2058.3,0.6935483870967742,0.3333333333333333,0.6222222222222222,3,4,5,3,12
2105.8,0.6935483870967742,0.4166666666666667,0.6304347826086957,3,5,4,3,12
2153.3,0.6935483870967742,0.4166666666666667,0.6382978723404256,3,5,4,3,12
2200.8,0.6935483870967742,0.4166666666666667,0.6458333333333334,3,5,4,3,12
2248.3,0.6935483870967742,0.4166666666666667,0.6458333333333334,3,5,4,3,12
2295.8,0.6935483870967742,0.5,0.6530612244897959,3,6,3,3,12
2343.3,0.6935483870967742,0.5,0.66,3,6,3,3,12
2390.8,0.6935483870967742,0.5,0.6666666666666666,3,6,3,3,12
2438.3,0.6935483870967742,0.5,0.6730769230769231,3,6,3,3,12
2485.8,0.6935483870967742,0.5,0.6730769230769231,3,6,3,3,12
2533.3,0.6935483870967742,0.5,0.6792452830188679,3,6,3,3,12
2580.9,0.6935483870967742,0.5,0.6666666666666666,2,6,3,3,12
2628.4,0.6935483870967742,0.4166666666666667,0.6727272727272727,2,5,4,3,12
2675.9,0.6935483870967742,0.4166666666666667,0.6727272727272727,2,5,4,3,12
2723.4,0.6935483870967742,0.5,0.6785714285714286,2,6,3,3,12
2770.9,0.6935483870967742,0.5,0.6842105263157895,2,6,3,3,12
2818.4,0.6935483870967742,0.5,0.6896551724137931,2,6,3,3,12
2865.9,0.6935483870967742,0.5,0.6949152542372882,2,6,3,3,12
2913.4,0.6935483870967742,0.5,0.6949152542372882,2,6,3,3,12
2960.9,0.6935483870967742,0.5,0.7,2,6,3,3,12
3008.4,0.6935483870967742,0.5,0.6885245901639344,1,6,3,3,12
3055.9,0.6935483870967742,0.5,0.6935483870967742,1,6,3,3,12
3103.4,0.6935483870967742,0.5,0.6935483870967742,1,6,3,3,12
3150.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3198.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3245.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3293.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3340.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3388.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3435.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3483.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3530.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3578.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3625.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3673.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3720.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3768.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3815.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3863.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3910.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
3958.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4005.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4053.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4100.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4148.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4195.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4243.4,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4290.9,0.6935483870967742,0.5,0.6825396825396826,0,6,3,3,12
4338.4,0.6935483870967742,0.5833333333333334,0.6825396825396826,0,7,2,3,12
4385.9,0.6935483870967742,0.5833333333333334,0.6825396825396826,0,7,2,3,12
4433.4,0.6935483870967742,0.5833333333333334,0.6825396825396826,0,7,2,3,12
4480.9,0.6935483870967742,0.5833333333333334,0.6825396825396826,0,7,2,3,12
4528.4,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4575.9,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4623.4,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4670.9,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4718.4,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4765.9,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4813.4,0.6935483870967742,0.75,0.6825396825396826,0,9,1,2,12
4860.9,0.6935483870967742,0.75,0.6825396825396826,0,9,1,2,12
4908.4,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
4955.9,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
5003.4,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
5050.9,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
5098.4,0.6935483870967742,0.6666666666666666,0.6825396825396826,0,8,1,3,12
